"scenario","region","subRegion","param","classLabel1","class1","classLabel2","class2","xLabel","x","vintage","units","value"
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.00438804455
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","C2F6","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0522236796
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CF4","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.883342083
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.01026697364
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","alumina","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.23087226548596
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",17.443017704
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","chemical energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0635663392
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","construction energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00321333208
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","crops","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",228.715860098526
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",7.8367105208
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Fruits","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0436398151938
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","hydrogen","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00957578636
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",4.579302182952
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","iron and steel","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.92487209948
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Legumes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0464683620156
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","livestock","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",691.8562915264
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","mining energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00240897048
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.022968872899532
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","refining","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.1319840312
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Soybean","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.019311586146692
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","transport","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",3.916650187996
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",246.900024
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Vegetables","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0368815154064
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",83.0603245428
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.6886735324335
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",11.7034791028605
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0211246071555
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","alumina","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.2457793168265
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","biomass","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.3497355148046
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",2.9561741365
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","chemical energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.06308134995
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","construction energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00517247352
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","crops","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",112.703112058869
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",24.6853609893
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Fruits","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",8.97802832203828
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",8.18749043681665
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","iron and steel","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.91499198304
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Legumes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",32.3257638965009
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","livestock","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",99.35817623385
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","mining energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0085099662
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",6.22447557856778
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","refining","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.093844202225
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Soybean","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",7.55249634416176
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","transport","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",3.98256601447
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",17.354108
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Vegetables","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",11.8000445522212
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",16.5705315
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00360521255
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","C2F6","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.061350588
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CF4","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1.039519689
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00238375088
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","alumina","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.250994893990008
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",12.536221404
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","chemical energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.05631964464
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","construction energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00295303456
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","crops","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",234.37980661226
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",6.6641534344
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Fruits","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.04033077800668
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","hydrogen","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.01267759024
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.57852365012
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","iron and steel","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.55400212084
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Legumes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.0433433431228
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","livestock","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",736.563808876
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","mining energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00192247832
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.020544473248852
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","refining","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.19392224684
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Soybean","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.017624487662768
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","transport","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.034954451976
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",246.55064
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Vegetables","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.03424051981448
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",88.8623502435
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.8088138054045
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",11.855873437569
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00460182994
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","alumina","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.26836015205673
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","biomass","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.48809488875345
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",2.14561066795
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","chemical energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.05588995697
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","construction energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00475346983
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","crops","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",116.656369899201
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",18.8311449501
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Fruits","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",9.61683668668991
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",8.7624774719554
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","iron and steel","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.54960771994
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Legumes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",34.9497876708252
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","livestock","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",105.77853290574
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","mining energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00679136965
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",6.45307393371623
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","refining","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.13966497248
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Soybean","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",7.98930460398507
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","transport","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.31645260017
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",17.5398465
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Vegetables","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",12.6978430715565
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",19.510076
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.0042410168
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","C2F6","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.068621865
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CF4","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1.16398932
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00019190444
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","alumina","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.25718683435704
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",8.412084436
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","chemical energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.043938090812
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","construction energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00260842036
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","crops","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",237.528227679477
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","electricity","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",3.31578829316
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Fruits","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.0407017157218
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","hydrogen","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.01895898564
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",4.2280345070236
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","iron and steel","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.31760196188
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Legumes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.0433965185136
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","livestock","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",767.2703027024
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","mining energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00153725544
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.02014888031436
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","refining","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.228780666576
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Soybean","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.017246078748304
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","transport","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",4.07446358018
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","urban processes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",240.191616
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Vegetables","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.03468218647768
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",76.813049952
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.8919155892105
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","urban processes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",11.2050808262055
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",9.86059965e-05
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","alumina","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.27668166596699
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","biomass","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.5278004280525
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1.44881913
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","chemical energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.0436028545305
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","construction energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.004198750365
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","crops","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",118.320147024933
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","electricity","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",8.6574485845
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Fruits","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",10.1067008766961
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",8.65150099515695
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","iron and steel","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.316670427955
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Legumes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",36.4407067924021
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","livestock","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",110.188520359855
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","mining energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00543053105
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",6.59063847306616
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","refining","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.16298665029305
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Soybean","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",8.14123192582246
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","transport","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",4.549174852605
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","urban processes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",17.5149365
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","Vegetables","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",13.3937458229076
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","electricity","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",22.1934235
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","SF6","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00474773085
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","C2F6","sector","industry","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.064672041
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CF4","sector","industry","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1.096300335
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.000124117364
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","alumina","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.24663169459194
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","building","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",5.8586039316
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","chemical energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.027584832968
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","construction energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.0022903216
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","crops","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",234.851343371073
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","electricity","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1.14819322947613
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Fruits","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.042336542822
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","hydrogen","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.03401306216
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","industry","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",3.291802015236
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","iron and steel","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.22514851044
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Legumes","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.0450013226516
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","livestock","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",777.1628147472
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","mining energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.00126738934
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.0205891433566
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","refining","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.236103004844
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Soybean","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.01777761149794
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","transport","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",3.57628382034
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","urban processes","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",209.360256
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","CH4","sector","Vegetables","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.03618304140416
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","building","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",17.85088018809
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","industry","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.8908235116965
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","HFCs","sector","urban processes","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",8.6152079229525
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",6.37749795e-05
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","alumina","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.267983138517465
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","biomass","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.6176152132801
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","building","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.99907732945
"Policycosts_1","India","India","emissGHGByGasGWPAR5","ghg","N2O","sector","chemical energy use","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.027374381439
